pincode,month,total_monthly_count,bio_updates,demo_updates,enrollments,num_recorded_days,count_active_days,bio_demo_ratio,enroll_demo_ratio,current_bio_demo_ratio,current_enroll_demo_ratio,bio_demo_ratio_change,enroll_demo_ratio_change,bio_demo_imbalance,enroll_demo_imbalance,stream_imbalance_flag
400604,2026-01,329,151,151,27,3,3,13.57615894039735,0.1788079470198675,0.9999999999933775,0.1788079470186834,0.07365853657945247,0.9999999944007854,True,False,True
400605,2025-03,6050,2922,3128,0,1,1,2.741217798594848,0.0362997658079625,0.9341432225060953,0.0,0.3407767243610346,0.0,False,True,True
400605,2025-04,3154,3154,0,0,1,1,2.741217798594848,0.0362997658079625,3154000000000.0,0.0,1150583510900.2144,0.0,True,True,True
400605,2025-05,3622,2395,1227,0,10,10,2.741217798594848,0.0362997658079625,1.951915240422207,0.0,0.7120613475918259,0.0,False,True,True
400605,2025-06,1818,1692,0,126,18,18,2.741217798594848,0.0362997658079625,1692000000000.0,125999999999.99998,617243912632.5817,3471096678570.436,True,True,True
400605,2025-07,2250,2250,0,0,23,23,2.741217798594848,0.0362997658079625,2250000000000.0,0.0,820803075309.284,0.0,True,True,True
400605,2025-08,1595,1595,0,0,20,20,2.741217798594848,0.0362997658079625,1595000000000.0,0.0,581858180052.5814,0.0,True,True,True
400605,2025-09,3002,1794,989,219,30,30,2.741217798594848,0.0362997658079625,1.8139534883702588,0.22143579373081757,0.6617327118765832,6.1001987947273735,False,True,True
400605,2025-10,3318,2341,854,123,29,29,2.741217798594848,0.0362997658079625,2.741217798591638,0.14402810304432784,0.9999999996340276,3.9677418261743402,False,True,True
400605,2026-01,247,83,133,31,3,3,2.741217798594848,0.0362997658079625,0.6240601503712477,0.23308270676516482,0.22765799582341975,6.421052454641036,True,True,True
400606,2025-03,4510,2264,2246,0,1,1,3.3181818181818183,0.0454545454545454,1.0080142475507534,0.0,0.3037851156086754,0.0,True,True,True
400606,2025-04,1174,1174,0,0,1,1,3.3181818181818183,0.0454545454545454,1174000000000.0,0.0,353808219071.455,0.0,True,True,True
400606,2025-05,801,801,0,0,7,7,3.3181818181818183,0.0454545454545454,801000000000.0,0.0,241397260201.22272,0.0,True,True,True
400606,2025-06,1391,1314,0,77,21,21,3.3181818181818183,0.0454545454545454,1314000000000.0,77000000000.0,395999999880.65753,1693999962732.003,True,True,True
400606,2025-07,3103,1181,1922,0,18,18,3.3181818181818183,0.0454545454545454,0.614464099895622,0.0,0.18518096155657127,0.0,True,True,True
400606,2025-08,911,911,0,0,19,19,3.3181818181818183,0.0454545454545454,911000000000.0,0.0,274547945122.73895,0.0,True,True,True
400606,2025-09,3287,2418,734,135,30,30,3.3181818181818183,0.0454545454545454,3.2942779291508253,0.18392370572182026,0.9927960879380361,4.046321436860979,False,True,True
400606,2025-10,2253,1770,396,87,29,29,3.3181818181818183,0.0454545454545454,4.469696969685683,0.21969696969641492,1.347031963060963,4.833333226987803,False,True,True
400606,2026-01,327,238,71,18,3,3,3.3181818181818183,0.0454545454545454,3.352112676009125,0.2535211267569926,1.0102257376709012,5.577464665949622,False,True,True
400607,2025-03,2080,876,1204,0,1,1,1.5612244897959184,0.1309523809523809,0.7275747508299605,0.0,0.4660282714749369,0.0,False,True,True
400607,2025-04,1042,914,0,128,1,1,1.5612244897959184,0.1309523809523809,914000000000.0,127999999999.99998,585437908121.7456,977454537990.3474,True,True,True
400607,2025-05,1229,1229,0,0,6,6,1.5612244897959184,0.1309523809523809,1229000000000.0,0.0,787202613874.8636,0.0,True,True,True
400607,2025-06,2971,816,2078,77,21,21,1.5612244897959184,0.1309523809523809,0.3926852743020247,0.03705486044271557,0.25152390102581096,0.28296438667446366,True,True,True
400607,2025-07,746,746,0,0,15,15,1.5612244897959184,0.1309523809523809,746000000000.0,0.0,477830065053.416,0.0,True,True,True
400607,2025-08,918,918,0,0,27,27,1.5612244897959184,0.1309523809523809,918000000000.0,0.0,587999999623.3724,0.0,True,True,True
400608,2025-03,450,122,328,0,1,1,4.96969696969697,0.3939393939393939,0.37195121951106114,0.0,0.0748438429353364,0.0,True,True,True
400608,2025-04,147,147,0,0,1,1,4.96969696969697,0.3939393939393939,147000000000.0,0.0,29579268286.731,0.0,True,True,True
400608,2025-05,408,408,0,0,6,6,4.96969696969697,0.3939393939393939,408000000000.0,0.0,82097560959.09012,0.0,True,True,True
400608,2025-06,180,164,0,16,19,19,4.96969696969697,0.3939393939393939,164000000000.0,15999999999.999998,32999999993.359756,40615384512.28402,True,True,True
400608,2025-07,144,144,0,0,20,20,4.96969696969697,0.3939393939393939,144000000000.0,0.0,28975609750.2671,0.0,True,True,True
400608,2025-08,126,126,0,0,17,17,4.96969696969697,0.3939393939393939,125999999999.99998,0.0,25353658531.48371,0.0,True,True,True
400608,2025-09,517,263,223,31,28,28,4.96969696969697,0.3939393939393939,1.1793721973041285,0.13901345291417483,0.2373126981902739,0.3528803026555938,True,False,True
400608,2025-10,517,311,187,19,27,27,4.96969696969697,0.3939393939393939,1.6631016042691813,0.10160427807432297,0.3346484934746316,0.2579185513801035,False,True,True
400608,2025-11,845,293,511,41,30,30,4.96969696969697,0.3939393939393939,0.573385518589876,0.08023483365933418,0.11537635432718589,0.2036730387720629,True,True,True
400608,2025-12,903,296,581,26,30,30,4.96969696969697,0.3939393939393939,0.5094664371764037,0.044750430292521945,0.10251458794779476,0.11359724583880886,True,True,True
400608,2026-01,89,43,33,13,3,3,4.96969696969697,0.3939393939393939,1.3030303029908175,0.3939393939274564,0.26219512189051547,0.9999999974312355,True,False,True
400610,2025-03,493,0,493,0,1,1,7.698412698412699,0.1746031746031746,0.0,0.0,0.0,0.0,True,True,True
400610,2025-04,435,435,0,0,1,1,7.698412698412699,0.1746031746031746,435000000000.0,0.0,56505154631.83541,0.0,True,True,True
400610,2025-05,1086,1086,0,0,8,8,7.698412698412699,0.1746031746031746,1085999999999.9999,0.0,141068041218.7891,0.0,True,True,True
400610,2025-06,509,485,0,24,25,25,7.698412698412699,0.1746031746031746,485000000000.0,24000000000.0,62999999991.81649,137454544667.3058,True,True,True
400610,2025-07,400,400,0,0,16,16,7.698412698412699,0.1746031746031746,400000000000.0,0.0,51958762879.848656,0.0,True,True,True
400610,2025-08,361,361,0,0,23,23,7.698412698412699,0.1746031746031746,361000000000.0,0.0,46892783499.06341,0.0,True,True,True
400610,2025-09,902,535,321,46,28,28,7.698412698412699,0.1746031746031746,1.6666666666614747,0.14330218068491182,0.2164948453320283,0.8207306664948557,True,False,True
400610,2025-11,1536,844,635,57,30,30,7.698412698412699,0.1746031746031746,1.3291338582656234,0.0897637795274177,0.17265037744300474,0.5141016434399011,True,False,True
400610,2025-12,1307,563,687,57,30,30,7.698412698412699,0.1746031746031746,0.8195050946130721,0.08296943231428971,0.10645117722457137,0.47518856416939753,True,False,True
400610,2026-01,199,125,63,11,3,3,7.698412698412699,0.1746031746031746,1.9841269840954903,0.17460317460040314,0.25773195872531707,0.9999999942568545,True,False,True
400612,2025-03,13028,5020,8008,0,1,1,1.288990825688073,0.1446046308431629,0.6268731268730485,0.0,0.4863286176238611,0.0,False,True,True
400612,2025-08,4800,4800,0,0,21,21,1.288990825688073,0.1446046308431629,4800000000000.0,0.0,3723843413481.147,0.0,True,True,True
400612,2025-12,19134,9203,9527,404,30,30,1.288990825688073,0.1446046308431629,0.9659913928832826,0.042405794058985785,0.7494168095558106,0.29325335930441554,False,True,True
400614,2025-03,696,341,355,0,1,1,10.75,0.21875,0.9605633802789844,0.0,0.08935473304089578,0.0,True,True,True
400614,2025-04,344,344,0,0,1,1,10.75,0.21875,344000000000.0,0.0,31999999997.023254,0.0,True,True,True
400614,2025-05,854,854,0,0,6,6,10.75,0.21875,854000000000.0,0.0,79441860457.72633,0.0,True,True,True
400614,2025-06,340,320,0,20,26,26,10.75,0.21875,320000000000.0,20000000000.0,29767441857.696053,91428571010.61224,True,True,True
400614,2025-07,304,304,0,0,19,19,10.75,0.21875,304000000000.0,0.0,28279069764.81125,0.0,True,True,True
400614,2025-08,228,228,0,0,21,21,10.75,0.21875,228000000000.0,0.0,21209302323.608437,0.0,True,True,True
400614,2025-09,806,423,306,77,29,29,10.75,0.21875,1.382352941171953,0.2516339869272822,0.12859097125984764,1.1503267921232248,True,False,True
400614,2025-10,630,395,209,26,27,27,10.75,0.21875,1.889952153101005,0.12440191387500286,0.1758095025976926,0.5686944608288385,True,False,True
400614,2025-11,1000,458,501,41,30,30,10.75,0.21875,0.914171656684802,0.08183632734514604,0.08503922386974538,0.3741089232961697,True,False,True
400614,2025-12,1009,402,570,37,30,30,10.75,0.21875,0.7052631578934996,0.06491228070164051,0.0656058751467808,0.2967418532795367,True,True,True
400614,2026-01,71,32,32,7,3,3,10.75,0.21875,0.9999999999687501,0.21874999999316408,0.09302325580239319,0.9999999953973215,True,False,True
400615,2025-03,1799,734,1065,0,1,1,11.435897435897436,0.2307692307692307,0.6892018779336252,0.0,0.060266531921661405,0.0,True,True,True
400615,2025-04,1264,1264,0,0,1,1,11.435897435897436,0.2307692307692307,1264000000000.0,0.0,110529147972.39767,0.0,True,True,True
400615,2025-05,1275,1275,0,0,10,10,11.435897435897436,0.2307692307692307,1275000000000.0,0.0,111491031380.38531,0.0,True,True,True
400615,2025-06,935,892,0,43,24,24,11.435897435897436,0.2307692307692307,892000000000.0,43000000000.0,77999999993.17937,186333332525.88895,True,True,True
400615,2025-07,786,786,0,0,22,22,11.435897435897436,0.2307692307692307,786000000000.0,0.0,68730941698.02577,0.0,True,True,True
400615,2025-08,760,760,0,0,21,21,11.435897435897436,0.2307692307692307,760000000000.0,0.0,66457399097.32771,0.0,True,True,True
400615,2025-09,1918,858,892,168,28,28,11.435897435897436,0.2307692307692307,0.9618834080706705,0.18834080717467674,0.08411088096743459,0.816143494220311,True,False,True
400615,2025-10,1646,961,587,98,28,28,11.435897435897436,0.2307692307692307,1.6371379897757459,0.16695059625184505,0.14315780626832048,0.7234525806230343,True,False,True
400615,2025-11,2683,1232,1318,133,30,30,11.435897435897436,0.2307692307692307,0.93474962063662,0.10091047040963512,0.08173819551937307,0.4372787032135446,True,False,True
400615,2025-12,2601,963,1584,54,30,30,11.435897435897436,0.2307692307692307,0.6079545454541616,0.03409090909088757,0.05316194455300221,0.14772727208702802,True,True,True
400615,2026-01,230,134,78,18,3,3,11.435897435897436,0.2307692307692307,1.7179487179266928,0.23076923076627218,0.15022421523157461,0.9999999956538465,True,False,True
400701,2025-03,4512,1940,2572,0,1,1,3.788732394366197,0.2112676056338028,0.7542768273714019,0.0,0.19908421832429202,0.0,True,True,True
400701,2025-05,1433,1433,0,0,7,7,3.788732394366197,0.2112676056338028,1433000000000.0,0.0,378226765699.4271,0.0,True,True,True
400701,2025-06,1358,885,0,473,20,20,3.788732394366197,0.2112676056338028,885000000000.0,473000000000.0,233587360533.14236,2238866656069.3647,True,True,True
400701,2025-07,1056,1056,0,0,20,20,3.788732394366197,0.2112676056338028,1055999999999.9999,0.0,278721189517.5122,0.0,True,True,True
400701,2025-08,960,960,0,0,17,17,3.788732394366197,0.2112676056338028,960000000000.0,0.0,253382899561.3748,0.0,True,True,True
400701,2025-11,3470,1737,1581,152,30,30,3.788732394366197,0.2112676056338028,1.0986717267545234,0.09614168247938258,0.2899839872824621,0.45507062824840994,True,False,True
400701,2025-12,3910,1940,1826,144,30,30,3.788732394366197,0.2112676056338028,1.0624315443586734,0.07886089813796339,0.2804187346823646,0.3732749160861921,True,False,True
400703,2025-03,3308,1484,1824,0,1,1,5.180952380952381,0.2285714285714285,0.8135964912276241,0.0,0.15703608743090394,0.0,True,True,True
400703,2025-05,1116,1116,0,0,7,7,5.180952380952381,0.2285714285714285,1116000000000.0,0.0,215404411723.12964,0.0,True,True,True
400703,2025-06,1253,1047,0,206,24,24,5.180952380952381,0.2285714285714285,1046999999999.9999,206000000000.0,202086397019.81784,901249996057.0315,True,True,True
400703,2025-07,1060,1060,0,0,19,19,5.180952380952381,0.2285714285714285,1059999999999.9999,0.0,204595588195.80414,0.0,True,True,True
400703,2025-08,754,754,0,0,19,19,5.180952380952381,0.2285714285714285,754000000000.0,0.0,145533088207.20407,0.0,True,True,True
400703,2025-11,2974,1599,1232,143,30,30,5.180952380952381,0.2285714285714285,1.2978896103885569,0.11607142857133436,0.2505117813685565,0.5078124977779083,True,False,True
400703,2025-12,3078,1347,1650,81,30,30,5.180952380952381,0.2285714285714285,0.8163636363631416,0.04909090909087934,0.15757018713526652,0.21477272633296648,True,True,True
400703,2026-01,189,108,66,15,3,3,5.180952380952381,0.2285714285714285,1.636363636338843,0.22727272726928374,0.3158422459235571,0.9943181774529746,True,False,True
400705,2025-03,1367,638,729,0,1,1,7.183673469387755,0.2040816326530612,0.8751714677628598,0.0,0.12182784634775728,0.0,True,True,True
400705,2025-04,590,590,0,0,1,1,7.183673469387755,0.2040816326530612,590000000000.0,0.0,82130681806.74886,0.0,True,True,True
400705,2025-05,1512,1512,0,0,9,9,7.183673469387755,0.2040816326530612,1512000000000.0,0.0,210477272697.97333,0.0,True,True,True
400705,2025-06,537,386,0,151,21,21,7.183673469387755,0.2040816326530612,386000000000.0,151000000000.0,53732954537.97467,739899996374.4901,True,True,True
400705,2025-07,704,704,0,0,21,21,7.183673469387755,0.2040816326530612,704000000000.0,0.0,97999999986.35796,0.0,True,True,True
400705,2025-08,465,465,0,0,16,16,7.183673469387755,0.2040816326530612,465000000000.0,0.0,64730113627.35291,0.0,True,True,True
400705,2025-09,1504,916,475,113,30,30,7.183673469387755,0.2040816326530612,1.9284210526275192,0.23789473684160445,0.2684449760386211,1.1656842048120093,True,False,True
400705,2025-10,1284,816,387,81,28,28,7.183673469387755,0.2040816326530612,2.1085271317774974,0.20930232558085451,0.29351656091680417,1.0255813903208384,True,False,True
400705,2025-11,2234,953,1163,118,30,30,7.183673469387755,0.2040816326530612,0.8194325021489085,0.10146173688727303,0.11406872897644077,0.49716250831154163,True,False,True
400705,2025-12,2405,924,1397,84,30,30,7.183673469387755,0.2040816326530612,0.6614173228341722,0.060128847530379295,0.0920722977680764,0.29463135145516495,True,True,True
400705,2026-01,208,90,98,20,3,3,7.183673469387755,0.2040816326530612,0.9183673469294044,0.20408163265097876,0.12784090907180853,0.9999999950897961,True,False,True
400706,2025-03,2704,1175,1529,0,1,1,1.5405117270788913,0.0554371002132196,0.7684761281878558,0.0,0.49884471126110197,0.0,False,True,True
400706,2025-04,2102,2102,0,0,1,1,1.5405117270788913,0.0554371002132196,2101999999999.9998,0.0,1364481660013.921,0.0,True,True,True
400706,2025-05,1565,259,1306,0,6,6,1.5405117270788913,0.0554371002132196,0.19831546707488643,0.0,0.12873350034290065,0.0,True,True,True
400706,2025-06,2651,1031,1384,236,22,22,1.5405117270788913,0.0554371002132196,0.7449421965312537,0.17052023121374962,0.4835680137665946,3.0759225767938814,False,True,True
400706,2025-07,1445,1445,0,0,21,21,1.5405117270788913,0.0554371002132196,1445000000000.0,0.0,937999999391.1113,0.0,True,True,True
400706,2025-08,924,924,0,0,19,19,1.5405117270788913,0.0554371002132196,924000000000.0,0.0,599800691652.1709,0.0,True,True,True
400706,2025-09,3170,2020,938,212,29,29,1.5405117270788913,0.0554371002132196,2.1535181236650818,0.22601279317673134,1.3979238745235945,4.076923003377313,False,True,True
400706,2025-10,2678,1872,673,133,31,31,1.5405117270788913,0.0554371002132196,2.7815750371429693,0.19762258543804218,1.805617566191305,3.564807342251814,False,True,True
400706,2026-01,519,264,203,52,3,3,1.5405117270788913,0.0554371002132196,1.3004926108310322,0.25615763546671844,0.8441952028841889,4.620689571799522,False,True,True
400708,2025-03,5636,2812,2824,0,1,1,2.3598531211750307,0.0452876376988984,0.9957507082149448,0.0,0.421954527109374,0.0,False,True,True
400708,2025-04,2656,2656,0,0,1,1,2.3598531211750307,0.0452876376988984,2656000000000.0,0.0,1125493775456.676,0.0,True,True,True
400708,2025-05,3122,1936,1186,0,8,8,2.3598531211750307,0.0452876376988984,1.6323777403021649,0.0,0.6917285338494431,0.0,False,True,True
400708,2025-06,2226,1809,0,417,26,26,2.3598531211750307,0.0452876376988984,1809000000000.0,417000000000.0,766573132455.2437,9207810607492.4,True,True,True
400708,2025-07,1517,1517,0,0,17,17,2.3598531211750307,0.0452876376988984,1517000000000.0,0.0,642836617984.8561,0.0,True,True,True
400708,2025-08,1336,1336,0,0,23,23,2.3598531211750307,0.0452876376988984,1336000000000.0,0.0,566136929220.6774,0.0,True,True,True
400708,2025-09,2991,1648,1144,199,30,30,2.3598531211750307,0.0452876376988984,1.4405594405581814,0.17395104895089689,0.610444534459181,3.8410271312098274,False,True,True
400708,2025-10,2957,1946,817,194,27,27,2.3598531211750307,0.0452876376988984,2.3818849449175254,0.23745410036690642,1.0093360991561156,5.2432431274603495,False,True,True
400708,2026-01,381,223,121,37,3,3,2.3598531211750307,0.0452876376988984,1.842975206596339,0.305785123964415,0.7809703024642926,6.7520659665537615,False,True,True
400709,2025-03,1203,0,1203,0,1,1,14.877777777777778,0.1777777777777777,0.0,0.0,0.0,0.0,True,True,True
400709,2025-04,2040,2040,0,0,1,1,14.877777777777778,0.1777777777777777,2039999999999.9998,0.0,137117251671.14221,0.0,True,True,True
400709,2025-05,1339,1339,0,0,7,7,14.877777777777778,0.1777777777777777,1339000000000.0,0.0,89999999993.9507,0.0,True,True,True
400709,2025-06,1333,991,0,342,24,24,14.877777777777778,0.1777777777777777,990999999999.9999,342000000000.0,66609410002.99114,1923749989178.9072,True,True,True
400709,2025-07,1119,1119,0,0,17,17,14.877777777777778,0.1777777777777777,1119000000000.0,0.0,75212845401.96478,0.0,True,True,True
400709,2025-08,814,814,0,0,20,20,14.877777777777778,0.1777777777777777,814000000000.0,0.0,54712471990.34793,0.0,True,True,True
400709,2025-09,2900,1895,854,151,30,30,14.877777777777778,0.1777777777777777,2.2189695550325306,0.17681498829019107,0.1491465720235284,0.9945843035377885,True,False,True
400709,2025-10,2518,1557,798,163,27,27,14.877777777777778,0.1777777777777777,1.9511278195464272,0.2042606516288167,0.13114376680162473,1.1489661589491598,True,False,True
400709,2025-11,5027,2995,1833,199,30,30,14.877777777777778,0.1777777777777777,1.6339334424431893,0.10856519367151743,0.10982375639283264,0.6106792109672152,True,False,True
400709,2025-12,4315,2076,2132,107,30,30,14.877777777777778,0.1777777777777777,0.9737335834892243,0.050187617260764456,0.06544885922937997,0.2823053455038326,True,True,True
400709,2026-01,319,213,90,16,3,3,14.877777777777778,0.1777777777777777,2.3666666666403704,0.17777777777580248,0.15907393576050535,0.9999999943638894,True,False,True
400710,2025-04,66,66,0,0,1,1,41.5,1.0,65999999999.99999,0.0,1590361445.7448106,0.0,True,True,True
400710,2025-05,114,114,0,0,7,7,41.5,1.0,114000000000.0,0.0,2746987951.741037,0.0,True,True,True
400710,2025-06,128,124,0,4,21,21,41.5,1.0,123999999999.99998,3999999999.9999995,2987951807.1569166,3999999995.999999,True,True,True
400710,2025-07,281,281,0,0,19,19,41.5,1.0,281000000000.0,0.0,6771084337.186239,0.0,True,True,True
400710,2025-08,78,78,0,0,20,20,41.5,1.0,78000000000.0,0.0,1879518072.2438672,0.0,True,True,True
400710,2025-09,259,180,65,14,29,29,41.5,1.0,2.7692307691881655,0.21538461538130177,0.06672845226798645,0.21538461516591714,True,True,True
400710,2025-10,214,158,51,5,26,26,41.5,1.0,3.098039215625529,0.09803921568435219,0.07465154736267175,0.09803921558631296,True,True,True
400710,2025-11,387,214,165,8,30,30,41.5,1.0,1.2969696969618367,0.04848484848455464,0.03125228185374902,0.04848484843606979,True,True,True
400710,2025-12,275,125,143,7,30,30,41.5,1.0,0.8741258741197614,0.04895104895070664,0.021063274074667425,0.04895104890175559,True,True,True
400710,2026-01,25,17,6,2,3,3,41.5,1.0,2.833333332861111,0.33333333327777775,0.06827309235645394,0.3333333329444444,True,True,True
401101,2025-03,1489,665,824,0,1,1,14.313253012048191,0.1686746987951807,0.8070388349504769,0.0,0.05638402634361087,0.0,True,True,True
401101,2025-04,1010,1010,0,0,1,1,14.313253012048191,0.1686746987951807,1009999999999.9999,0.0,70563973059.04309,0.0,True,True,True
401101,2025-05,1542,1542,0,0,7,7,14.313253012048191,0.1686746987951807,1542000000000.0,0.0,107732323224.7965,0.0,True,True,True
401101,2025-06,1418,1334,0,84,24,24,14.313253012048191,0.1686746987951807,1334000000000.0,84000000000.0,93200336693.82524,497999997047.5715,True,True,True
401101,2025-07,1332,1332,0,0,22,22,14.313253012048191,0.1686746987951807,1332000000000.0,0.0,93060606054.10435,0.0,True,True,True
401101,2025-08,661,661,0,0,22,22,14.313253012048191,0.1686746987951807,661000000000.0,0.0,46180976427.749985,0.0,True,True,True
401101,2025-09,1915,1177,643,95,29,29,14.313253012048191,0.1686746987951807,1.8304821150826898,0.14774494556742185,0.1278872184690645,0.8759164578139249,True,False,True
401101,2025-10,1743,1188,466,89,27,27,14.313253012048191,0.1686746987951807,2.549356223170495,0.19098712446310948,0.1781115879700066,1.1322808026041986,True,False,True
401101,2025-11,3517,2204,1187,126,30,30,14.313253012048191,0.1686746987951807,1.8567818028627996,0.10614995787691142,0.12972465456805155,0.6293176036821634,True,False,True
401101,2025-12,2905,1541,1268,96,30,30,14.313253012048191,0.1686746987951807,1.2152996845416284,0.07570977917975102,0.08490730118679113,0.44885083104747975,True,False,True
401101,2026-01,264,167,83,14,3,3,14.313253012048191,0.1686746987951807,2.0120481927468425,0.1686746987931485,0.14057239056087578,0.9999999940593806,True,False,True
401102,2025-03,334,334,0,0,1,1,28.857142857142858,0.5,334000000000.0,0.0,11574257425.341486,0.0,True,True,True
401102,2025-05,65,65,0,0,5,5,28.857142857142858,0.5,64999999999.99999,0.0,2252475247.4466963,0.0,True,True,True
401102,2025-06,205,200,0,5,21,21,28.857142857142858,0.5,200000000000.0,5000000000.0,6930693069.066758,9999999980.0,True,True,True
401102,2025-07,186,186,0,0,20,20,28.857142857142858,0.5,186000000000.0,0.0,6445544554.232085,0.0,True,True,True
401102,2025-08,65,65,0,0,15,15,28.857142857142858,0.5,64999999999.99999,0.0,2252475247.4466963,0.0,True,True,True
