pincode,month,bio_child,bio_adult,bio_total,demo_child,demo_adult,demo_total,enrol_infant,enrol_child,enrol_adult,enrol_total,total_txn,SGI_Score,Identity_Churn,Bio_Distress,Enrol_Saturation
421601,2025-06,589.0,930.0,1519.0,0.0,0.0,0.0,58.0,47.0,3.0,108.0,1627.0,0.9993421052631579,0.5712530712530712,930.0,0.06633906633906633
400604,2025-08,485.0,1142.0,1627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.0,0.9993857493857494,0.7014742014742015,1142.0,0.0
421601,2025-07,704.0,919.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1623.0,0.999384236453202,0.5658866995073891,919.0,0.0
400605,2025-08,477.0,1118.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,0.9993734335839599,0.7005012531328321,1118.0,0.0
421201,2025-04,461.0,1097.0,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.0,0.9993585631815266,0.7036561898652983,1097.0,0.0
401101,2025-05,479.0,1063.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.0,0.9993519118600129,0.6889176928062216,1063.0,0.0
400708,2025-07,509.0,1008.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.0,0.9993412384716732,0.6640316205533597,1008.0,0.0
421202,2025-03,0.0,0.0,0.0,122.0,1393.0,1515.0,0.0,0.0,0.0,0.0,1515.0,0.9993403693931399,0.9188654353562006,0.0,0.0
400705,2025-05,494.0,1018.0,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,0.9993390614672836,0.6728354263053536,1018.0,0.0
401105,2025-06,402.0,1025.0,1427.0,0.0,0.0,0.0,27.0,55.0,0.0,82.0,1509.0,0.9992997198879552,0.6788079470198676,1025.0,0.054304635761589407
421202,2025-07,433.0,1076.0,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,0.9993377483443708,0.7125827814569536,1076.0,0.0
421201,2025-06,404.0,1028.0,1432.0,0.0,0.0,0.0,16.0,52.0,4.0,72.0,1504.0,0.9993021632937893,0.6830564784053156,1028.0,0.04784053156146179
400706,2025-07,563.0,882.0,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,0.9993084370677732,0.6099585062240664,882.0,0.0
400701,2025-05,518.0,915.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433.0,0.999302649930265,0.6380753138075314,915.0,0.0
401101,2025-06,373.0,961.0,1334.0,0.0,0.0,0.0,42.0,32.0,3.0,77.0,1411.0,0.9992509363295881,0.6805949008498584,961.0,0.05453257790368272
400606,2025-06,307.0,1007.0,1314.0,0.0,0.0,0.0,42.0,34.0,1.0,77.0,1391.0,0.9992395437262357,0.7234195402298851,1007.0,0.05531609195402299
401209,2025-05,178.0,1207.0,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.0,0.9992784992784993,0.8708513708513709,1207.0,0.0
400709,2025-05,514.0,825.0,1339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.0,0.9992537313432835,0.6156716417910447,825.0,0.0
400708,2025-08,447.0,889.0,1336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,0.9992520568436799,0.6649214659685864,889.0,0.0
401101,2025-07,317.0,1015.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,0.9992498124531133,0.7614403600900225,1015.0,0.0
401105,2025-03,0.0,0.0,0.0,108.0,1218.0,1326.0,0.0,0.0,0.0,0.0,1326.0,0.9992464204973625,0.9178598342125094,0.0,0.0
400601,2025-07,407.0,912.0,1319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.0,0.9992424242424243,0.6909090909090909,912.0,0.0
421004,2025-05,455.0,849.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.0,0.9992337164750957,0.6505747126436782,849.0,0.0
421202,2025-06,366.0,856.0,1222.0,0.0,0.0,0.0,33.0,37.0,1.0,71.0,1293.0,0.9991823385118561,0.6615146831530139,856.0,0.05486862442040186
400615,2025-05,395.0,880.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,0.9992163009404389,0.6896551724137931,880.0,0.0
421002,2025-07,306.0,966.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,0.9992144540455616,0.7588373919874313,966.0,0.0
421501,2025-05,464.0,802.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,0.9992107340173638,0.632991318074191,802.0,0.0
400615,2025-04,352.0,912.0,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,0.9992094861660079,0.7209486166007905,912.0,0.0
421501,2025-07,285.0,616.0,901.0,0.0,0.0,0.0,181.0,137.0,36.0,354.0,1255.0,0.9988913525498891,0.49044585987261147,616.0,0.2818471337579618
421004,2025-06,312.0,858.0,1170.0,0.0,0.0,0.0,28.0,34.0,0.0,62.0,1232.0,0.9991460290350128,0.6958637469586375,858.0,0.050283860502838604
400607,2025-05,425.0,804.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.0,0.9991869918699187,0.6536585365853659,804.0,0.0
400703,2025-06,380.0,667.0,1047.0,0.0,0.0,0.0,72.0,61.0,32.0,165.0,1212.0,0.9990458015267175,0.549876339653751,667.0,0.13602638087386645
421501,2025-04,311.0,688.0,999.0,0.0,0.0,0.0,146.0,46.0,15.0,207.0,1206.0,0.999,0.5700082850041425,688.0,0.17149958574979288
400709,2025-03,0.0,0.0,0.0,97.0,1106.0,1203.0,0.0,0.0,0.0,0.0,1203.0,0.9991694352159468,0.9186046511627907,0.0,0.0
400709,2025-06,321.0,670.0,991.0,0.0,0.0,0.0,129.0,69.0,12.0,210.0,1201.0,0.998991935483871,0.5574043261231281,670.0,0.17470881863560733
421202,2025-08,375.0,820.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.0,0.9991638795986622,0.68561872909699,820.0,0.0
421204,2025-06,334.0,797.0,1131.0,0.0,0.0,0.0,21.0,43.0,0.0,64.0,1195.0,0.9991166077738516,0.6663879598662207,797.0,0.05351170568561873
400606,2025-04,417.0,757.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,0.9991489361702127,0.6442553191489362,757.0,0.0
421602,2025-06,451.0,681.0,1132.0,0.0,0.0,0.0,13.0,22.0,0.0,35.0,1167.0,0.999117387466902,0.5830479452054794,681.0,0.029965753424657533
421002,2025-06,299.0,788.0,1087.0,0.0,0.0,0.0,26.0,44.0,1.0,71.0,1158.0,0.9990808823529411,0.6798964624676446,788.0,0.061259706643658325
401106,2025-06,417.0,723.0,1140.0,0.0,0.0,0.0,11.0,6.0,0.0,17.0,1157.0,0.9991235758106923,0.6243523316062176,723.0,0.01468048359240069
400601,2025-03,0.0,0.0,0.0,99.0,1058.0,1157.0,0.0,0.0,0.0,0.0,1157.0,0.9991364421416234,0.9136442141623489,0.0,0.0
400701,2025-06,290.0,595.0,885.0,0.0,0.0,0.0,143.0,102.0,17.0,262.0,1147.0,0.9988713318284425,0.5182926829268293,595.0,0.22822299651567945
421401,2025-06,319.0,736.0,1055.0,0.0,0.0,0.0,52.0,31.0,1.0,84.0,1139.0,0.9990530303030303,0.6456140350877193,736.0,0.07368421052631578
401602,2025-07,59.0,1078.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,0.9991212653778558,0.9472759226713533,1078.0,0.0
421401,2025-05,340.0,793.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,0.9991181657848325,0.699294532627866,793.0,0.0
421501,2025-08,399.0,733.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.0,0.999117387466902,0.646954986760812,733.0,0.0
400709,2025-07,418.0,701.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,0.9991071428571429,0.6258928571428571,701.0,0.0
400703,2025-05,489.0,627.0,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,0.999104744852283,0.5613249776186213,627.0,0.0
400603,2025-05,368.0,747.0,1115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,0.9991039426523297,0.6693548387096774,747.0,0.0
421601,2025-04,464.0,644.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,0.9990982867448152,0.5807033363390441,644.0,0.0
421305,2025-07,356.0,739.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,0.9990875912408759,0.6742700729927007,739.0,0.0
421501,2025-06,221.0,487.0,708.0,0.0,0.0,0.0,198.0,142.0,42.0,382.0,1090.0,0.998589562764457,0.4463794683776352,487.0,0.35013748854262144
401303,2025-05,224.0,864.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,0.9990817263544536,0.7933884297520661,864.0,0.0
400610,2025-05,415.0,671.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,0.9990800367985281,0.6172953081876725,671.0,0.0
401607,2025-06,69.0,988.0,1057.0,0.0,0.0,0.0,1.0,10.0,0.0,11.0,1068.0,0.999054820415879,0.9242282507015903,988.0,0.01028999064546305
421001,2025-05,324.0,739.0,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,0.9990601503759399,0.6945488721804511,739.0,0.0
400703,2025-07,439.0,621.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.9990574929311969,0.5852968897266729,621.0,0.0
400701,2025-07,418.0,638.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.9990539262062441,0.6035950804162725,638.0,0.0
421401,2025-03,0.0,0.0,0.0,53.0,990.0,1043.0,0.0,0.0,0.0,0.0,1043.0,0.9990421455938697,0.9482758620689655,0.0,0.0
400607,2025-04,310.0,604.0,914.0,0.0,0.0,0.0,84.0,22.0,22.0,128.0,1042.0,0.9989071038251366,0.5790987535953979,604.0,0.12272291466922339
421002,2025-04,303.0,735.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.9990375360923965,0.7074109720885466,735.0,0.0
421605,2025-05,379.0,639.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.9990186457311089,0.6270853778213935,639.0,0.0
401101,2025-04,278.0,732.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.9990108803165183,0.7240356083086054,732.0,0.0
421204,2025-08,268.0,731.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.999,0.731,731.0,0.0
401602,2025-06,54.0,911.0,965.0,0.0,0.0,0.0,7.0,17.0,0.0,24.0,989.0,0.9989648033126294,0.9202020202020202,911.0,0.024242424242424242
421401,2025-04,294.0,670.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.9989637305699481,0.694300518134715,670.0,0.0
401501,2025-04,26.0,938.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.9989637305699481,0.9720207253886011,938.0,0.0
400701,2025-08,325.0,635.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.9989594172736732,0.6607700312174818,635.0,0.0
400601,2025-08,230.0,711.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,0.9989384288747346,0.7547770700636943,711.0,0.0
421401,2025-07,297.0,637.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,0.9989304812834224,0.681283422459893,637.0,0.0
400615,2025-06,226.0,666.0,892.0,0.0,0.0,0.0,18.0,20.0,2.0,40.0,932.0,0.9988801791713325,0.7138263665594855,666.0,0.04287245444801715
421305,2025-08,289.0,642.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,0.9989270386266095,0.6888412017167382,642.0,0.0
421102,2025-04,216.0,712.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,0.9989235737351991,0.7664155005382132,712.0,0.0
400706,2025-08,388.0,536.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,0.9989189189189189,0.5794594594594594,536.0,0.0
400607,2025-08,296.0,622.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,0.998911860718172,0.676822633297062,622.0,0.0
400601,2025-06,165.0,670.0,835.0,0.0,0.0,0.0,45.0,31.0,1.0,77.0,912.0,0.9988038277511961,0.7338444687842278,670.0,0.08433734939759036
400606,2025-08,249.0,662.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,0.9989035087719298,0.7258771929824561,662.0,0.0
401606,2025-05,82.0,825.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0.998898678414097,0.9085903083700441,825.0,0.0
401209,2025-06,74.0,787.0,861.0,0.0,0.0,0.0,14.0,19.0,0.0,33.0,894.0,0.9988399071925754,0.8793296089385475,787.0,0.03687150837988827
401209,2025-07,74.0,810.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,0.9988700564971752,0.9152542372881356,810.0,0.0
421004,2025-04,259.0,482.0,741.0,0.0,0.0,0.0,100.0,30.0,11.0,141.0,882.0,0.9986522911051213,0.5458663646659117,482.0,0.159682899207248
421305,2025-04,285.0,577.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,0.9988412514484357,0.6685979142526072,577.0,0.0
400614,2025-05,323.0,531.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0,0.9988304093567252,0.6210526315789474,531.0,0.0
421305,2025-06,233.0,526.0,759.0,0.0,0.0,0.0,38.0,52.0,0.0,90.0,849.0,0.9986842105263158,0.6188235294117647,526.0,0.10588235294117647
401105,2025-08,208.0,636.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.9988165680473373,0.7526627218934911,636.0,0.0
421505,2025-04,276.0,556.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,0.9987995198079231,0.6674669867947179,556.0,0.0
421602,2025-07,311.0,510.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.9987834549878345,0.6204379562043796,510.0,0.0
421202,2025-04,291.0,526.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,0.9987775061124694,0.6430317848410758,526.0,0.0
400709,2025-08,250.0,564.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,0.9987730061349693,0.6920245398773006,564.0,0.0
400606,2025-05,250.0,551.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,0.9987531172069826,0.6870324189526185,551.0,0.0
401501,2025-03,17.0,781.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,0.9987484355444305,0.9774718397997497,781.0,0.0
400615,2025-07,204.0,582.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.9987293519695044,0.7395171537484116,582.0,0.0
401606,2025-07,54.0,726.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.998719590268886,0.9295774647887324,726.0,0.0
401602,2025-08,34.0,735.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,0.9987012987012988,0.9545454545454546,735.0,0.0
400615,2025-08,209.0,551.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.9986859395532195,0.7240473061760841,551.0,0.0
401404,2025-03,62.0,696.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,0.9986824769433466,0.9169960474308301,696.0,0.0
400703,2025-08,314.0,440.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,0.9986754966887417,0.5827814569536424,440.0,0.0
400607,2025-07,212.0,534.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.998661311914324,0.714859437751004,534.0,0.0
401606,2025-04,56.0,686.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.9986541049798116,0.9232839838492598,686.0,0.0
421001,2025-06,183.0,513.0,696.0,0.0,0.0,0.0,18.0,12.0,1.0,31.0,727.0,0.9985652797704447,0.7046703296703297,513.0,0.042582417582417584
401305,2025-05,156.0,568.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,0.9986206896551724,0.783448275862069,568.0,0.0
421311,2025-05,315.0,406.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,0.9986149584487535,0.5623268698060941,406.0,0.0
421402,2025-06,260.0,425.0,685.0,0.0,0.0,0.0,15.0,19.0,0.0,34.0,719.0,0.9985422740524781,0.5902777777777778,425.0,0.04722222222222222
421605,2025-03,0.0,0.0,0.0,55.0,652.0,707.0,0.0,0.0,0.0,0.0,707.0,0.998587570621469,0.9209039548022598,0.0,0.0
421002,2025-08,168.0,537.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,0.9985835694050992,0.7606232294617564,537.0,0.0
400705,2025-07,284.0,420.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.9985815602836879,0.5957446808510638,420.0,0.0
401202,2025-06,61.0,615.0,676.0,0.0,0.0,0.0,6.0,10.0,0.0,16.0,692.0,0.9985228951255539,0.8874458874458875,615.0,0.023088023088023088
421602,2025-05,263.0,418.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,0.998533724340176,0.6129032258064516,418.0,0.0
401201,2025-03,64.0,598.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,0.9984917043740573,0.9019607843137255,598.0,0.0
401101,2025-08,142.0,519.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,0.9984894259818731,0.783987915407855,519.0,0.0
421602,2025-03,162.0,474.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.9984301412872841,0.7441130298273155,474.0,0.0
421004,2025-07,161.0,473.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,0.9984251968503937,0.7448818897637796,473.0,0.0
401607,2025-03,22.0,608.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.9984152139461173,0.9635499207606973,608.0,0.0
421401,2025-08,198.0,424.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,0.9983948635634029,0.680577849117175,424.0,0.0
401208,2025-05,80.0,530.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,0.9983633387888707,0.867430441898527,530.0,0.0
421602,2025-08,164.0,445.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.9983606557377049,0.7295081967213115,445.0,0.0
401209,2025-08,43.0,563.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.9983525535420099,0.9275123558484349,563.0,0.0
401305,2025-07,84.0,519.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,0.9983443708609272,0.859271523178808,519.0,0.0
400705,2025-04,172.0,418.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.9983079526226735,0.7072758037225042,418.0,0.0
401606,2025-08,31.0,557.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,0.99830220713073,0.9456706281833617,557.0,0.0
401606,2025-06,33.0,528.0,561.0,0.0,0.0,0.0,9.0,17.0,0.0,26.0,587.0,0.998220640569395,0.8979591836734694,528.0,0.04421768707482993
401208,2025-07,25.0,554.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.9982758620689656,0.9551724137931035,554.0,0.0
421403,2025-06,247.0,289.0,536.0,0.0,0.0,0.0,26.0,14.0,0.0,40.0,576.0,0.9981378026070763,0.5008665511265165,289.0,0.06932409012131716
421004,2025-08,177.0,393.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.9982486865148862,0.6882661996497373,393.0,0.0
421308,2025-07,163.0,394.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,0.9982078853046595,0.7060931899641577,394.0,0.0
421005,2025-06,116.0,392.0,508.0,0.0,0.0,0.0,14.0,29.0,2.0,45.0,553.0,0.9980353634577603,0.7075812274368231,392.0,0.0812274368231047
421102,2025-03,0.0,0.0,0.0,47.0,503.0,550.0,0.0,0.0,0.0,0.0,550.0,0.9981851179673321,0.9128856624319419,0.0,0.0
421102,2025-07,145.0,397.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,0.998158379373849,0.7311233885819521,397.0,0.0
401404,2025-06,25.0,495.0,520.0,0.0,0.0,0.0,11.0,2.0,4.0,17.0,537.0,0.9980806142034548,0.9200743494423792,495.0,0.031598513011152414
421505,2025-05,223.0,313.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.9981378026070763,0.5828677839851024,313.0,0.0
421605,2025-07,153.0,380.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.99812734082397,0.7116104868913857,380.0,0.0
421308,2025-06,135.0,368.0,503.0,0.0,0.0,0.0,10.0,19.0,0.0,29.0,532.0,0.998015873015873,0.6904315196998124,368.0,0.054409005628517824
400705,2025-06,92.0,294.0,386.0,0.0,0.0,0.0,77.0,55.0,11.0,143.0,529.0,0.9974160206718347,0.5547169811320755,294.0,0.269811320754717
421601,2025-08,191.0,334.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.9980988593155894,0.6349809885931559,334.0,0.0
421002,2025-05,175.0,350.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.9980988593155894,0.6653992395437263,350.0,0.0
